"Longitude","Latitude","Location","Crime.type","Postcode","Town","County"
-6.56279,54.722926,"Rockbrook Road","Criminal damage and arson","BT456NQ","MAGHERAFELT","LONDONDERRY"
-7.187083,54.470098,"Cormore Road","Criminal damage and arson","BT782SQ","OMAGH","TYRONE"
-5.871738,54.589807,"Orangefield Avenue","Criminal damage and arson","BT56DH","BELFAST","DOWN"
-5.925203,54.602102,"Victoria Street","Criminal damage and arson","BT679DG","LURGAN","ARMAGH"
-5.70319,54.320443,"St. Dympnas Park","Criminal damage and arson",,,
-5.89054,54.217208,"Hunters Walk","Criminal damage and arson","BT330TN","NEWCASTLE","DOWN"
-5.920169,54.594289,"Stanfield Row","Criminal damage and arson","BT72HA","BELFAST","ANTRIM"
-5.89054,54.217208,"Hunters Walk","Criminal damage and arson","BT330TN","NEWCASTLE","DOWN"
-5.727461,54.553389,"Moorfield Court","Criminal damage and arson","BT344GR","KILKEEL","DOWN"
-5.871806,54.697001,"Glassillan Grove","Criminal damage and arson","BT388TB","CARRICKFERGUS","ANTRIM"
-7.304972,54.988307,"Irish Street","Criminal damage and arson","BT701DB","DUNGANNON","TYRONE"
-5.803814,54.592708,"Church Mews","Criminal damage and arson","BT716TL","DUNGANNON","TYRONE"
-5.927765,54.640611,"Ben Eden Green","Criminal damage and arson","BT154GU","BELFAST","ANTRIM"
-6.025991,54.51464,"Huguenot Drive","Criminal damage and arson","BT274UH","LISBURN","ANTRIM"
-6.273262,54.867268,"Connswater Street","Criminal damage and arson",,,
-7.458212,54.760275,"Breen Park","Criminal damage and arson","BT829LF","VICTORIA BRIDGE","TYRONE"
-6.687491,55.133122,"Carthall Manor","Criminal damage and arson","BT513GR","COLERAINE","LONDONDERRY"
-5.936846,54.625869,"Skegoneill Avenue","Criminal damage and arson","BT153JT","BELFAST","ANTRIM"
-7.324554,55.02777,"Altcar Park","Criminal damage and arson","BT488HZ","LONDONDERRY","LONDONDERRY"
-7.458212,54.760275,"Breen Park","Criminal damage and arson","BT829LF","VICTORIA BRIDGE","TYRONE"
-6.611044,54.756513,"Garden Street","Criminal damage and arson","BT455DD","MAGHERAFELT","LONDONDERRY"
-7.341451,54.988168,"Iona Park","Criminal damage and arson","BT489LH","LONDONDERRY","LONDONDERRY"
-6.339864,54.164777,"Drumalane Park","Criminal damage and arson","BT358AT","NEWRY","ARMAGH"
-6.341728,54.179035,"Maginnis Street","Criminal damage and arson","BT356AR","NEWRY","DOWN"
-5.935936,54.612331,"Antrim Road","Criminal damage and arson","BT152AH","BELFAST","ANTRIM"
-6.616758,54.762498,"Hospital Road","Criminal damage and arson","BT358PW","NEWRY","ARMAGH"
-5.966436,54.614752,"Crumlin Road","Criminal damage and arson","BT147EA","BELFAST","ANTRIM"
-6.934102,55.044424,"Anderson Park","Criminal damage and arson","BT390PA",,"ANTRIM"
-5.628868,54.65634,"Brianville Park","Criminal damage and arson","BT148JZ","BELFAST","ANTRIM"
-6.320522,54.755576,"Mainebank","Criminal damage and arson","BT413DA","RANDALSTOWN","ANTRIM"
-5.79197,54.740785,"Plantation Avenue","Criminal damage and arson","BT389BJ","CARRICKFERGUS","ANTRIM"
-7.617517,54.348534,"Woodview","Criminal damage and arson","BT746WG","ENNISKILLEN","FERMANAGH"
-6.17332,54.712146,"Caulside Park","Criminal damage and arson","BT412DR","ANTRIM","ANTRIM"
-7.341846,55.011705,"Kylemore Park","Criminal damage and arson","BT480RP","LONDONDERRY","LONDONDERRY"
-5.89054,54.217208,"Hunters Walk","Criminal damage and arson","BT330TN","NEWCASTLE","DOWN"
-7.322467,54.995762,"The Diamond","Criminal damage and arson","BT486PE","LONDONDERRY","LONDONDERRY"
-6.030235,54.557019,"Woodside View","Criminal damage and arson","BT170ST","DUNMURRY","ANTRIM"
-7.335677,54.989673,"Southend Park","Criminal damage and arson","BT489HY","LONDONDERRY","LONDONDERRY"
-6.192257,54.509883,"Willow Lodge","Criminal damage and arson","BT282WL","LISBURN","ANTRIM"
-5.949131,54.611612,"Rosewood Court","Criminal damage and arson","BT147PA","BELFAST","ANTRIM"
-7.461722,54.824645,"Main Street","Criminal damage and arson","BT936HW","DERRYGONNELLY","FERMANAGH"
-6.643359,54.878382,"Tirgarvil Lane","Criminal damage and arson","BT465SJ","MAGHERA","LONDONDERRY"
-5.948819,54.687925,"Beverley Gardens","Criminal damage and arson","BT204NQ","BANGOR","DOWN"
-6.23916,55.203568,"Strand Court","Criminal damage and arson","BT546JZ","BALLYCASTLE","ANTRIM"
-5.745216,54.549875,"Killinchy Street","Criminal damage and arson","BT235AP","COMBER","DOWN"
-6.296082,54.861365,"The Beeches","Criminal damage and arson","BT294FH","CRUMLIN","ANTRIM"
-5.678499,54.645899,"Cleland Park Central","Criminal damage and arson","BT203EP","BANGOR","DOWN"
-5.933066,54.591086,"Dublin Road","Criminal damage and arson","BT358QP","NEWRY","ARMAGH"
-5.666809,54.660896,"Bingham Lane","Criminal damage and arson","BT205DR","BANGOR","DOWN"
-6.271468,54.881177,"Dunclug Park","Criminal damage and arson","BT436NS","BALLYMENA","ANTRIM"
-7.308346,54.982837,"Hollymount Park","Criminal damage and arson","BT473UW","LONDONDERRY","LONDONDERRY"
-6.275819,54.868688,"Thomas Street","Criminal damage and arson","BT701HN","DUNGANNON","TYRONE"
-5.927828,54.598562,"Arthur Square","Criminal damage and arson","BT14FF","BELFAST","ANTRIM"
-5.803671,54.850732,"Curran Road","Criminal damage and arson","BT401BS","LARNE","ANTRIM"
-5.848515,54.303212,"Cumran Lane","Criminal damage and arson","BT308TF","DOWNPATRICK","DOWN"
-6.674929,54.689095,"Springvale","Criminal damage and arson","BT457QA","MONEYMORE","LONDONDERRY"
-5.922608,54.585579,"Hatfield Street","Criminal damage and arson","BT72FB","BELFAST","ANTRIM"
-6.260489,54.419016,"William Street","Criminal damage and arson","BT486EP","LONDONDERRY","LONDONDERRY"
-7.307701,54.603004,"Connswater Street","Criminal damage and arson",,,
-6.326358,54.459677,"Queen Street","Criminal damage and arson","BT422BQ","BALLYMENA","ANTRIM"
-6.264206,54.152784,"Aughnagon Road","Criminal damage and arson","BT342JG","MAYOBRIDGE","DOWN"
-7.324135,55.007153,"Northland Road","Criminal damage and arson","BT480AL","LONDONDERRY","LONDONDERRY"
-6.192086,54.69321,"Abbey Gardens","Criminal damage and arson","BT57HL","BELFAST","DOWN"
-5.882383,54.598144,"Lomond Avenue","Criminal damage and arson","BT43AJ","BELFAST","DOWN"
-6.609476,54.754213,"Connswater Street","Criminal damage and arson",,,
-6.926157,54.494769,"Aghinduff Park","Criminal damage and arson","BT703AU","DUNGANNON","TYRONE"
-6.013084,54.568913,"Woodbourne Court","Criminal damage and arson","BT119NZ","BELFAST","ANTRIM"
-5.92881,54.585317,"Carmel Street","Criminal damage and arson","BT71QE","BELFAST","ANTRIM"
-6.576241,54.1928,"Armagh Street","Criminal damage and arson","BT350BY","NEWTOWNHAMILTON","ARMAGH"
-7.466171,54.822293,"Ballycolman Avenue","Criminal damage and arson","BT829AF","STRABANE","TYRONE"
-6.344649,54.17416,"Peters Place","Criminal damage and arson","BT358EE","NEWRY","DOWN"
-6.057861,54.50105,"Warren Grove","Criminal damage and arson","BT57PW","BELFAST","DOWN"
-5.948621,54.678927,"Glebe Road","Criminal damage and arson","BT422QW","AHOGHILL","ANTRIM"
-5.930334,54.599189,"Castle Street","Criminal damage and arson","BT307QQ","KILLOUGH","DOWN"
-5.900426,54.598764,"Connswater Street","Criminal damage and arson",,,
-5.917135,54.660959,"Ardfarn Close","Criminal damage and arson","BT379AN","NEWTOWNABBEY","ANTRIM"
-5.887096,54.398178,"Craigs Road","Criminal damage and arson","BT389RL","CARRICKFERGUS","ANTRIM"
-5.961051,54.600456,"Springfield Crescent","Criminal damage and arson","BT701QU","DUNGANNON","TYRONE"
-5.947648,54.59863,"Ross Street","Criminal damage and arson","BT124EA","BELFAST","ANTRIM"
-5.955518,54.587335,"Connswater Street","Criminal damage and arson",,,
-5.712313,54.757934,"Chichester Park","Criminal damage and arson","BT389NF","WHITEHEAD","ANTRIM"
-5.933066,54.591086,"Dublin Road","Criminal damage and arson","BT358QP","NEWRY","ARMAGH"
-5.938796,54.60476,"Sherbrook Close","Criminal damage and arson","BT131ER","BELFAST","ANTRIM"
-5.69067,54.653131,"Manor Crescent","Criminal damage and arson","BT203NH","BANGOR","DOWN"
-6.256989,54.35556,"Bridgeways","Criminal damage and arson","BT324ED","BANBRIDGE","DOWN"
-7.452604,54.8212,"Springhill Park","Criminal damage and arson","BT828BY","STRABANE","TYRONE"
-6.031326,54.558124,"Woodside View","Criminal damage and arson","BT170ST","DUNMURRY","ANTRIM"
-6.751524,54.640983,"Ratheen Avenue","Criminal damage and arson","BT808HL","COOKSTOWN","TYRONE"
-6.29132,54.435628,"Oaklands","Criminal damage and arson","BT411LS","ANTRIM","ANTRIM"
-5.823018,54.851188,"High Street","Criminal damage and arson","BT248AB","BALLYNAHINCH","DOWN"
-5.935872,54.588223,"Sandy Row","Criminal damage and arson","BT125EG","BELFAST","ANTRIM"
-5.929051,54.602213,"Talbot Street","Criminal damage and arson","BT234EG","NEWTOWNARDS","DOWN"
-5.915874,54.666212,"Green End","Criminal damage and arson","BT379NQ","NEWTOWNABBEY","ANTRIM"
-6.658658,54.345322,"Connswater Street","Criminal damage and arson",,,
-6.65746,55.19211,"Glenmanus Road","Criminal damage and arson","BT568HU","PORTRUSH","ANTRIM"
-5.942684,54.616965,"Orient Gardens","Criminal damage and arson","BT146LH","BELFAST","ANTRIM"
-6.670105,54.691486,"High Street","Criminal damage and arson","BT248AB","BALLYNAHINCH","DOWN"
-6.609476,54.754213,"Connswater Street","Criminal damage and arson",,,
-6.443614,54.427373,"Connswater Street","Criminal damage and arson",,,
-5.930154,54.597254,"Donegall Square North","Criminal damage and arson","BT15GB","BELFAST","ANTRIM"
,,"No Location","Criminal damage and arson",,,
-7.034666,55.042955,"Clooney Road","Criminal damage and arson","BT473DZ","GREYSTEEL","LONDONDERRY"
-5.886064,54.598495,"Holywood Road","Criminal damage and arson","BT234TQ","NEWTOWNARDS","DOWN"
-6.555273,54.336958,"Ratarnet Road","Criminal damage and arson","BT601LJ","ARMAGH","ARMAGH"
-6.006864,54.569629,"Suffolk Parade","Criminal damage and arson","BT119JR","BELFAST","ANTRIM"
-5.933062,54.602452,"North Street","Criminal damage and arson","BT341DB","NEWRY","DOWN"
-5.898913,54.586392,"Connswater Street","Criminal damage and arson",,,
-5.934882,54.589437,"Donegall Road","Criminal damage and arson","BT126HN","BELFAST","ANTRIM"
-6.477262,54.476506,"Carrick Road","Criminal damage and arson","BT621PR","PORTADOWN","ARMAGH"
-6.145303,54.193726,"Aonach Court","Criminal damage and arson","BT345WZ","HILLTOWN","DOWN"
-5.853549,54.619685,"Richmond Court","Criminal damage and arson","BT274QU","LISBURN","ANTRIM"
-7.705175,54.268413,"Druminiskill Road","Criminal damage and arson","BT923DX","ENNISKILLEN","FERMANAGH"
-5.885847,54.587449,"Grand Parade","Criminal damage and arson","BT55HH","BELFAST","DOWN"
-5.93543,54.595116,"Glengall Street","Criminal damage and arson","BT125AB","BELFAST","ANTRIM"
-5.813008,54.588328,"Hanwood Heights","Criminal damage and arson","BT161XU","DUNDONALD","DOWN"
-5.710918,54.33158,"Clintons Park","Criminal damage and arson","BT306NS","DOWNPATRICK","DOWN"
-6.675934,54.57767,"Hillhead","Criminal damage and arson","BT715HY","STEWARTSTOWN","TYRONE"
-6.332591,54.469448,"Connswater Street","Criminal damage and arson",,,
-7.550678,54.710277,"Drumnabey Park","Criminal damage and arson","BT817PS","SPAMOUNT","TYRONE"
-5.865693,54.595047,"Upper Newtownards Road","Criminal damage and arson","BT43NW","BELFAST","DOWN"
-5.661424,54.664781,"Clifton Road","Criminal damage and arson","BT205HY","BANGOR","DOWN"
-7.311846,55.029334,"Drumleck Gardens","Criminal damage and arson","BT488ET","LONDONDERRY","LONDONDERRY"
-6.673281,54.844476,"Main Street","Criminal damage and arson","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.943791,54.597163,"Lady Street","Criminal damage and arson","BT124JX","BELFAST","ANTRIM"
-6.773564,54.454075,"Derryfubble Road","Criminal damage and arson","BT717PS","DUNGANNON","TYRONE"
-6.664736,55.148757,"Elms Park","Criminal damage and arson","BT522QE","COLERAINE","LONDONDERRY"
-6.364731,54.187256,"Derrybeg Cottages","Criminal damage and arson","BT357LR","NEWRY","ARMAGH"
-5.75141,54.773203,"Main Street","Criminal damage and arson","BT936HW","DERRYGONNELLY","FERMANAGH"
-7.550678,54.710277,"Drumnabey Park","Criminal damage and arson","BT817PS","SPAMOUNT","TYRONE"
-6.694832,54.534618,"Knockmoy Park","Criminal damage and arson","BT714LU","COALISLAND","TYRONE"
-6.267193,54.34701,"Rathfriland Street","Criminal damage and arson","BT323LA","BANBRIDGE","DOWN"
-6.359395,54.183132,"Parkhead Crescent","Criminal damage and arson","BT358PE","NEWRY","ARMAGH"
-6.492029,55.070778,"Carnany Avenue","Criminal damage and arson","BT537HP","BALLYMONEY","ANTRIM"
-6.004472,54.561934,"Garnock Hill","Criminal damage and arson","BT100AW","BELFAST","ANTRIM"
-5.695539,54.651975,"Orlock Gardens","Criminal damage and arson","BT191SP","BANGOR","DOWN"
-5.923269,54.580208,"Connswater Street","Criminal damage and arson",,,
-6.934102,55.044424,"Anderson Park","Criminal damage and arson","BT390PA",,"ANTRIM"
-6.950542,55.050469,"Market Street","Criminal damage and arson","BT622BP","TANDRAGEE","ARMAGH"
-6.023226,54.575037,"Glenveagh Drive","Criminal damage and arson","BT119HX","BELFAST","ANTRIM"
-5.940606,54.60294,"Boundary Street","Criminal damage and arson","BT132EJ","BELFAST","ANTRIM"
-5.978154,54.622873,"Connswater Street","Criminal damage and arson",,,
-5.942775,54.585088,"Dunluce Avenue","Criminal damage and arson","BT97AW","BELFAST","ANTRIM"
-5.537567,54.642512,"High Street","Criminal damage and arson","BT248AB","BALLYNAHINCH","DOWN"
-7.321935,54.996721,"Magazine Street","Criminal damage and arson","BT486HH","LONDONDERRY","LONDONDERRY"
-7.314832,54.985398,"Celandine Court","Criminal damage and arson","BT472EN","LONDONDERRY","LONDONDERRY"
-6.685405,54.414489,"Connswater Street","Criminal damage and arson",,,
-7.30036,55.018983,"Gleneagles","Criminal damage and arson","BT449PQ",,"ANTRIM"
-5.935062,54.617375,"Limestone Road","Criminal damage and arson","BT153AP","BELFAST","ANTRIM"
-5.947564,54.603984,"Shankill Road","Criminal damage and arson","BT131FD","BELFAST","ANTRIM"
-6.353068,54.199694,"Carnbane Gardens","Criminal damage and arson","BT356QB","NEWRY","ARMAGH"
-6.750923,54.652485,"Queens Avenue","Criminal damage and arson","BT365HX","NEWTOWNABBEY","ANTRIM"
-5.706197,54.756183,"Donegall Avenue","Criminal damage and arson","BT126LX","BELFAST","ANTRIM"
-5.736139,54.550496,"De Wind Drive","Criminal damage and arson","BT235BN","COMBER","DOWN"
-6.667896,55.150435,"Atlantic Court","Criminal damage and arson","BT522AZ","COLERAINE","LONDONDERRY"
-6.353643,54.184086,"First Avenue","Criminal damage and arson","BT356EZ","NEWRY","ARMAGH"
-6.271054,54.874092,"Cushendall Road","Criminal damage and arson","BT436HB","BALLYMENA","ANTRIM"
-5.899545,54.400184,"Dromore Street","Criminal damage and arson","BT345LU","RATHFRILAND","DOWN"
-5.659349,54.642107,"Connswater Street","Criminal damage and arson",,,
-6.481937,54.955222,"Churchfields","Criminal damage and arson","BT448TP",,"ANTRIM"
-7.637132,54.344103,"Townhall Street","Criminal damage and arson","BT747BD","ENNISKILLEN","FERMANAGH"
,,"No Location","Criminal damage and arson",,,
-5.931045,54.606524,"Lancaster Street","Criminal damage and arson","BT151EZ","BELFAST","ANTRIM"
-5.913227,54.603864,"Queens Road","Criminal damage and arson","BT39FB","BELFAST","DOWN"
-5.948435,54.664171,"M2","Criminal damage and arson",,,
-7.306297,54.598244,"Fairmount Road","Criminal damage and arson","BT781NA","OMAGH","TYRONE"
-7.32413,54.991666,"Harding Street","Criminal damage and arson","BT486SF","LONDONDERRY","LONDONDERRY"
-6.333434,54.465417,"North Street","Criminal damage and arson","BT341DB","NEWRY","DOWN"
-5.694783,54.648627,"Owenroe Drive","Criminal damage and arson","BT191QH","BANGOR","DOWN"
-6.283776,54.866546,"Clarence Street","Criminal damage and arson","BT435DP","BALLYMENA","ANTRIM"
-5.978333,54.556819,"Hillmount Gardens","Criminal damage and arson","BT100ES","BELFAST","ANTRIM"
,,"No Location","Criminal damage and arson",,,
-7.332142,55.02942,"Galliagh Park","Criminal damage and arson","BT488DE","LONDONDERRY","LONDONDERRY"
-5.960461,54.619063,"Alliance Road","Criminal damage and arson","BT147JB","BELFAST","ANTRIM"
-5.980826,54.583312,"Glen Parade","Criminal damage and arson","BT118FD","BELFAST","ANTRIM"
-5.896498,54.598722,"Gawn Street","Criminal damage and arson","BT41GE","BELFAST","DOWN"
-6.748197,54.650454,"Millburn Park","Criminal damage and arson","BT808HQ","COOKSTOWN","TYRONE"
-7.461416,54.817188,"Linkside Park","Criminal damage and arson","BT829FN","STRABANE","TYRONE"
-5.933537,54.601939,"Winetavern Street","Criminal damage and arson","BT11JQ","BELFAST","ANTRIM"
-5.659567,54.639406,"Rathgill Way","Criminal damage and arson","BT197TL","BANGOR","DOWN"
-5.931955,54.603844,"Union Street","Criminal damage and arson","BT624AE","PORTADOWN","ARMAGH"
-7.322812,54.999402,"Great James Street","Criminal damage and arson","BT487BZ","LONDONDERRY","LONDONDERRY"
-6.607453,54.750695,"Greenvale Park","Criminal damage and arson","BT456DP","MAGHERAFELT","LONDONDERRY"
-7.287142,54.608014,"Beechgrove","Criminal damage and arson","BT797EW","OMAGH","TYRONE"
-7.019044,55.044608,"Main Street","Criminal damage and arson","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.690475,54.660118,"Maryville Road","Criminal damage and arson","BT203RH","BANGOR","DOWN"
-6.750523,54.842502,"Lisnamuck Road","Criminal damage and arson","BT465LD","MAGHERA","LONDONDERRY"
-6.653255,54.873165,"Connswater Street","Criminal damage and arson",,,
-6.259114,54.107444,"Connswater Street","Criminal damage and arson",,,
-6.653255,54.873165,"Connswater Street","Criminal damage and arson",,,
-5.970655,54.590635,"Rockdale Street","Criminal damage and arson","BT127PA","BELFAST","ANTRIM"
-6.443864,54.417529,"Thomas Street","Criminal damage and arson","BT701HN","DUNGANNON","TYRONE"
-6.672838,54.840887,"Largantogher Park","Criminal damage and arson","BT465BH","MAGHERA","LONDONDERRY"
-5.952778,54.618817,"Torrens Crescent","Criminal damage and arson","BT146HS","BELFAST","ANTRIM"
-7.30036,55.018983,"Gleneagles","Criminal damage and arson","BT449PQ",,"ANTRIM"
-7.332754,54.999179,"Connswater Street","Criminal damage and arson",,,
-6.005284,54.75876,"Erskine Park","Criminal damage and arson","BT399BY","BALLYCLARE","ANTRIM"
-5.64591,54.662863,"Groomsport Road","Criminal damage and arson","BT205LW","BANGOR","DOWN"
-6.006047,54.569256,"Suffolk Crescent","Criminal damage and arson","BT119JT","BELFAST","ANTRIM"
-6.443864,54.417529,"Thomas Street","Criminal damage and arson","BT701HN","DUNGANNON","TYRONE"
-5.980273,54.577301,"Kennedy Way","Criminal damage and arson","BT119AP","BELFAST","ANTRIM"
-5.918121,54.600758,"Station Street","Criminal damage and arson","BT39DA","BELFAST","DOWN"
-7.446965,54.256527,"Drumhaw Park","Criminal damage and arson","BT920GT","LISNASKEA","FERMANAGH"
-6.443864,54.417529,"Thomas Street","Criminal damage and arson","BT701HN","DUNGANNON","TYRONE"
-6.307691,54.306488,"Connswater Street","Criminal damage and arson",,,
-7.693896,54.255826,"No Name","Criminal damage and arson","BT941DY","IRVINESTOWN","FERMANAGH"
-5.629695,54.65118,"Pinehill Road","Criminal damage and arson","BT275TU",,"DOWN"
-5.934633,54.612075,"New Lodge Road","Criminal damage and arson","BT152EJ","BELFAST","ANTRIM"
-6.435102,54.42632,"Carrickblacker Road","Criminal damage and arson","BT635AX","PORTADOWN","ARMAGH"
-5.902577,54.600274,"Cuba Walk","Criminal damage and arson","BT41EQ","BELFAST","DOWN"
-6.668697,55.132495,"Church Lane","Criminal damage and arson","BT14QN","BELFAST","ANTRIM"
-7.322812,54.999402,"Great James Street","Criminal damage and arson","BT487BZ","LONDONDERRY","LONDONDERRY"
-5.68209,54.646228,"Auburn Park","Criminal damage and arson","BT203HW","BANGOR","DOWN"
-5.90458,54.593229,"Pottinger Street","Criminal damage and arson","BT421BP","CULLYBACKEY","ANTRIM"
-6.941795,55.040395,"Glenview Drive","Criminal damage and arson","BT490RZ","LIMAVADY","LONDONDERRY"
-6.335962,54.177293,"Upper Water Street","Criminal damage and arson","BT341DJ","NEWRY","DOWN"
-5.816203,54.586454,"Hanwood Farm","Criminal damage and arson","BT161YA","DUNDONALD","DOWN"
-7.473778,54.829522,"Lifford Road","Criminal damage and arson","BT828ER","STRABANE","TYRONE"
-5.927294,54.584096,"Connswater Street","Criminal damage and arson",,,
-5.953392,54.618009,"Torrens Gardens","Criminal damage and arson","BT146JB","BELFAST","ANTRIM"
-6.674788,54.346812,"Mullacreevie Park","Criminal damage and arson","BT604BA","ARMAGH","ARMAGH"
-6.38289,54.447221,"Lakeview Park","Criminal damage and arson","BT654AJ","CRAIGAVON","ARMAGH"
-6.65743,55.193924,"Connswater Street","Criminal damage and arson",,,
-5.989058,54.591122,"Norglen Parade","Criminal damage and arson","BT118DP","BELFAST","ANTRIM"
-7.297777,54.6114,"Lisanelly Heights","Criminal damage and arson","BT797AR","OMAGH","TYRONE"
-7.322812,54.999402,"Great James Street","Criminal damage and arson","BT487BZ","LONDONDERRY","LONDONDERRY"
-5.937646,54.597813,"Killen Street","Criminal damage and arson",,,
-5.717713,54.328824,"English Street","Criminal damage and arson","BT306AB","DOWNPATRICK","DOWN"
-5.930443,54.586675,"Wolseley Street","Criminal damage and arson","BT71LG","BELFAST","ANTRIM"
-5.933398,54.597974,"College Street","Criminal damage and arson","BT16ET","BELFAST","ANTRIM"
-6.362853,54.328813,"Main Street","Criminal damage and arson","BT936HW","DERRYGONNELLY","FERMANAGH"
-6.261981,54.825709,"Fort View","Criminal damage and arson","BT537HQ","BALLYMONEY","ANTRIM"
-6.283579,54.870092,"Kintullagh Close","Criminal damage and arson","BT435JD","BALLYMENA","ANTRIM"
-7.617188,54.330979,"Blackstick Road","Criminal damage and arson",,,
-6.70543,54.539979,"Sandy Row","Criminal damage and arson","BT125EG","BELFAST","ANTRIM"
-5.935146,54.581175,"Landseer Street","Criminal damage and arson","BT95AL","BELFAST","ANTRIM"
-7.350656,54.994668,"Creggan Heights","Criminal damage and arson","BT489QU","LONDONDERRY","LONDONDERRY"
-6.478979,54.953766,"Belmont Park","Criminal damage and arson","BT43DU","BELFAST","DOWN"
-5.82847,54.464277,"Belfast Road","Criminal damage and arson","BT248EB","BALLYNAHINCH","DOWN"
-5.898364,54.588628,"Euston Street","Criminal damage and arson","BT69AF","BELFAST","DOWN"
-7.327798,55.030151,"Fergleen Park","Criminal damage and arson","BT488LE","LONDONDERRY","LONDONDERRY"
-5.928735,54.609953,"Hardinge Place","Criminal damage and arson","BT152HX","BELFAST","ANTRIM"
-6.351824,54.891512,"Connswater Street","Criminal damage and arson",,,
-5.897518,54.402772,"High Street","Criminal damage and arson","BT248AB","BALLYNAHINCH","DOWN"
-5.947255,54.684187,"Fairhill Drive","Criminal damage and arson","BT366LU","NEWTOWNABBEY","ANTRIM"
-5.940372,54.5852,"Elmwood Avenue","Criminal damage and arson","BT96AZ","BELFAST","ANTRIM"
-6.015305,54.571591,"Kerrykeel Gardens","Criminal damage and arson","BT119HR","BELFAST","ANTRIM"
-6.090822,54.557946,"Stoneyford Road","Criminal damage and arson","BT283RG","LISBURN","ANTRIM"
-6.943696,55.045433,"Rathbeg Crescent","Criminal damage and arson","BT490AT","LIMAVADY","LONDONDERRY"
-6.396734,54.196357,"Charlemont Square North","Criminal damage and arson","BT357AE","BESSBROOK","ARMAGH"
-6.031369,54.54312,"Derriaghy Road","Criminal damage and arson","BT283SH","LISBURN","ANTRIM"
-6.396734,54.196357,"Charlemont Square North","Criminal damage and arson","BT357AE","BESSBROOK","ARMAGH"
-7.293676,54.331261,"Connswater Street","Criminal damage and arson",,,
-6.010159,54.570554,"Lenadoon Avenue","Criminal damage and arson","BT119HD","BELFAST","ANTRIM"
-6.194321,54.508251,"Spring Meadow","Criminal damage and arson","BT282RN","LISBURN","ANTRIM"
-6.342401,54.169862,"Pool Lane","Criminal damage and arson","BT358AW","NEWRY","DOWN"
-6.391024,54.071516,"Carrickbroad Road","Criminal damage and arson","BT358TQ","NEWRY","ARMAGH"
-6.609476,54.754213,"Connswater Street","Criminal damage and arson",,,
-5.717461,54.331147,"Bridge Street","Criminal damage and arson","BT281XZ","LISBURN","ANTRIM"
-5.899882,54.112239,"Glassdrumman Road","Criminal damage and arson","BT344QN","ANNALONG","DOWN"
-5.943652,54.607296,"Connswater Street","Criminal damage and arson",,,
-6.364262,54.450816,"Connswater Street","Criminal damage and arson",,,
-6.288046,54.348907,"Limewood","Criminal damage and arson","BT323FH","BANBRIDGE","DOWN"
-5.646766,54.662538,"Godfrey Avenue","Criminal damage and arson","BT205LS","BANGOR","DOWN"
-5.701947,54.577688,"Valetta Park","Criminal damage and arson","BT234RL","NEWTOWNARDS","DOWN"
-5.932438,54.578434,"Stranmillis Street","Criminal damage and arson","BT95FE","BELFAST","ANTRIM"
-5.932372,54.613321,"Duncairn Gardens","Criminal damage and arson","BT152GG","BELFAST","ANTRIM"
-5.92735,54.585732,"Magdala Street","Criminal damage and arson","BT71PU","BELFAST","ANTRIM"
-5.911673,54.596415,"Connswater Street","Criminal damage and arson",,,
-6.710791,54.967082,"Tirkeeran Road","Criminal damage and arson","BT515AX","GARVAGH","LONDONDERRY"
-7.326428,55.039108,"Lower Galliagh Road","Criminal damage and arson","BT488LN","LONDONDERRY","LONDONDERRY"
-7.329604,54.999736,"Creggan Road","Criminal damage and arson","BT799BL","CARRICKMORE","TYRONE"
-6.51311,55.076454,"Gault Park","Criminal damage and arson","BT536HF","BALLYMONEY","ANTRIM"
,,"No Location","Criminal damage and arson",,,
-6.949858,55.039549,"Drumceatt Park","Criminal damage and arson","BT499HE","LIMAVADY","LONDONDERRY"
-7.464175,54.826156,"Castle Street","Criminal damage and arson","BT307QQ","KILLOUGH","DOWN"
-5.934834,54.614235,"Hallidays Road","Criminal damage and arson","BT152LR","BELFAST","ANTRIM"
-6.612734,54.080289,"Rathkeelan Park","Criminal damage and arson","BT359TN","CROSSMAGLEN","ARMAGH"
-7.331092,55.00888,"Ardglen Park","Criminal damage and arson","BT480AX","LONDONDERRY","LONDONDERRY"
-7.310804,54.995257,"Bonds Hill","Criminal damage and arson","BT476DW","LONDONDERRY","LONDONDERRY"
-7.311993,55.029892,"Ardnamoyle Park","Criminal damage and arson","BT488HN","LONDONDERRY","LONDONDERRY"
-5.690434,54.649919,"Monea Way","Criminal damage and arson","BT191AN","BANGOR","DOWN"
-6.326718,54.472386,"Levin Road","Criminal damage and arson","BT679EU","LURGAN","ARMAGH"
-5.884979,54.591369,"Lichfield Avenue","Criminal damage and arson","BT55JQ","BELFAST","DOWN"
-5.665078,54.647851,"Skipperstone Road","Criminal damage and arson","BT204ET","BANGOR","DOWN"
-5.893286,54.592287,"Foxglove Street","Criminal damage and arson","BT54SQ","BELFAST","DOWN"
-5.98269,54.755726,"Henryville Court","Criminal damage and arson","BT399FS","BALLYCLARE","ANTRIM"
-6.949678,55.04941,"Connell Street","Criminal damage and arson","BT490EA","LIMAVADY","LONDONDERRY"
-5.920525,54.593073,"Connswater Street","Criminal damage and arson",,,
